微克/立方米,,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
2021,68,63,70,40,36,28,22,27,23,35,55,57
2022,91,57,58,38,27,23,22,24,33,45,63,60
2023,80,84,51,48,27,22,21,23,28,40,42,64
2024,65,74,44,39,28,26,24,20,27,44,51,47
2025,61.8,48.3,37.4,27.1,28.4,20.4,18.5,17.9,20.4,28.9,42.1,56.3
