微克/立方米,,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
2021,72,61,39,24,32,25,17,15,18,22,48,60
2022,65,41,41,27,25,24,19,18,25,35,42,60
2023,79,63,37,30,29,20,18,18,24,28,44,70
2024,68,52,41,26,27,20,15,25,26,26,28,59
2025,75,35,34,37,35,19,14,16,15,16,36,62
