微克/立方米,,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
2021,77,61,66,41,36,28,20,25,23,46,59,57
2022,88,49,51,39,28,26,21,22,30,41,59,65
2023,80,68,58,45,30,22,19,23,31,47,48,66
2024,75,67,50,40,33,28,23,20,23,55,48,50
2025,61,49.5,42.3,32.6,33.4,24.2,18.3,17.7,21.5,34.7,52.4,63.9
