微克/立方米,,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
2021,57,39,42,32,29,23,15,19,21,29,40,54
2022,66,43,38,31,26,19,17,18,21,24,33,53
2023,56,41,44,35,27,22,15,19,22,33,40,58
2024,66,49,43,30,26,20,15,19,18,28,30,54
2025,58,48.1,37.2,32.9,29.3,18.1,14.6,14.8,17.0 ,23.2,43.6,49.1
